,Name of City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
375,Alpena,90,US,1570038107,71,45.06,-83.43,52.0,6.93
376,Ambilobe,63,MG,1570038361,67,-13.19,49.05,77.2,7.2
377,Guerrero Negro,0,MX,1570038362,73,27.97,-114.04,66.58,8.9
378,Lagunas,100,PE,1570038363,34,-5.23,-75.68,100.6,1.01
379,Weston,1,US,1570038364,51,41.2,-73.38,91.0,13.87
380,Slave Lake,1,CA,1570038365,76,55.28,-114.77,42.8,10.29
381,Zell am See,75,AT,1570038367,87,47.32,12.8,53.6,3.36
382,Nouadhibou,0,MR,1570038368,40,20.93,-17.03,87.8,8.05
383,Dunhua,36,CN,1570038369,82,43.37,128.23,52.18,1.61
384,Suluq,0,LY,1570038370,56,31.67,20.25,77.56,4.99
385,Srednekolymsk,77,RU,1570038109,89,67.46,153.71,25.0,18.37
386,Kavaratti,56,IN,1570038372,75,10.57,72.64,82.42,8.19
387,Kaitangata,99,NZ,1570037784,71,-46.28,169.85,41.0,1.99
388,Port Hawkesbury,90,CA,1570038375,87,45.62,-61.36,53.01,12.75
389,Marystown,99,CA,1570038376,79,47.17,-55.16,45.16,10.96
390,Praia da Vitoria,40,PT,1570037819,83,38.73,-27.07,77.0,23.78
391,Bintulu,75,MY,1570038378,94,3.17,113.03,77.0,1.12
392,San Nicolas,100,PH,1570038379,89,16.07,120.76,74.86,3.47
393,Bongandanga,60,CD,1570038380,87,1.51,21.07,74.32,1.45
394,Meteti,98,PA,1570038382,64,8.5,-77.98,85.84,9.26
395,Nantucket,20,US,1570038310,88,41.28,-70.1,77.0,11.41
396,Talnakh,75,RU,1570038384,93,69.49,88.39,33.8,4.47
397,Iracoubo,16,GF,1570038385,51,5.48,-53.21,90.52,9.98
398,Guna,58,IN,1570038386,85,24.65,77.32,73.42,6.64
399,Ratnagiri,67,IN,1570038387,77,16.98,73.3,82.6,11.27
400,Carutapera,43,BR,1570038389,61,-1.2,-46.02,85.66,12.44
401,Prince Rupert,90,CA,1570038390,93,54.32,-130.32,50.0,8.05
402,Shimoda,100,JP,1570038391,87,34.7,138.93,71.01,2.04
403,Ostrovnoy,99,RU,1570038392,71,68.05,39.51,35.08,21.3
404,Ekimchan,39,RU,1570038393,84,53.07,132.94,33.82,4.97
405,Grindavik,75,IS,1570038394,81,63.84,-22.43,46.4,26.4
406,Cortes,49,PH,1570038396,78,9.28,126.19,79.72,5.48
407,Livingstonia,17,MW,1570038397,81,-10.61,34.11,64.06,8.66
408,Cabcab,43,PH,1570038398,76,13.63,124.05,81.88,3.83
409,Mogzon,73,RU,1570038399,72,51.74,111.97,25.18,2.01
410,Whitehorse,40,CA,1570038400,81,60.72,-135.06,44.01,8.05
411,Vostok,0,RU,1570038402,95,46.45,135.83,55.96,3.85
412,Ukmerge,90,LT,1570038403,93,55.25,24.75,55.99,6.93
413,Kroya,67,ID,1570038404,80,-6.5,108.06,73.96,3.96
414,El Alto,75,BO,1570038286,62,-16.5,-68.19,53.6,9.17
415,Mugur-Aksy,0,RU,1570038406,72,50.38,90.44,12.4,2.98
416,Mumford,98,GH,1570038407,89,5.26,-0.76,75.58,5.39
417,San Quintin,97,PH,1570038409,92,17.54,120.52,73.78,3.44
418,Aripuana,68,BR,1570038410,56,-9.17,-60.63,89.62,0.34
419,Liberal,90,US,1570038271,88,37.04,-100.92,73.4,16.11
420,Sorong,63,ID,1570038412,96,-0.86,131.25,73.42,2.68
421,Jinsha,0,CN,1570038413,88,24.49,118.41,80.6,4.47
422,Touros,40,BR,1570038414,48,-5.2,-35.46,84.2,19.46
423,Petropavlovsk-Kamchatskiy,100,RU,1570038416,93,53.05,158.65,39.2,4.47
424,Sao Jose da Coroa Grande,17,BR,1570038417,62,-8.9,-35.15,81.16,11.74
425,Karatuzskoye,0,RU,1570038418,76,53.61,92.87,31.66,2.73
426,Hongjiang,0,CN,1570038419,60,27.21,109.83,70.72,0.27
427,Farmington,1,US,1570038419,20,36.73,-108.21,62.6,6.85
428,Porto-Vecchio,20,FR,1570038421,68,41.59,9.28,71.6,4.7
429,Petrolina,20,BR,1570038423,33,-9.38,-40.5,91.4,10.29
430,Itupiranga,20,BR,1570038409,49,-5.13,-49.33,93.2,8.05
431,Viamao,90,BR,1570038425,88,-30.08,-51.02,72.0,9.17
432,Sinnamary,0,GF,1570038426,76,5.38,-52.96,82.42,21.23
433,Cannington,0,AU,1570038427,100,-32.02,115.94,57.0,1.12
434,Linden,75,GY,1570038428,62,6.01,-58.31,89.6,4.7
435,Tomatlan,59,MX,1570038430,73,19.93,-105.25,82.06,4.38
436,Jacareacanga,40,BR,1570038431,50,-6.22,-57.76,96.8,3.36
437,Coruripe,35,BR,1570038432,58,-10.12,-36.18,82.6,14.94
438,Bermeo,75,ES,1570038433,93,43.42,-2.72,64.99,5.82
439,Scarborough,99,GB,1570038331,66,54.28,-0.41,55.4,5.82
440,Amazar,13,RU,1570038435,96,53.86,120.88,24.82,2.68
441,Biltine,21,TD,1570038437,30,14.53,20.93,94.48,6.02
442,Grimshaw,5,CA,1570038438,70,56.19,-117.61,54.0,5.82
443,Zakamensk,60,RU,1570038439,92,50.38,103.29,22.48,2.86
444,Broome,40,GB,1570038440,71,52.47,1.45,53.01,10.29
445,Ngaoundere,68,CM,1570038441,97,7.32,13.58,66.22,2.71
446,Dubbo,17,AU,1570038443,53,-32.25,148.6,51.8,4.7
447,Dingle,100,PH,1570038444,92,11.0,122.67,73.96,2.01
448,Ibiruba,100,BR,1570038445,89,-28.63,-53.09,66.22,13.2
449,Evensk,100,RU,1570038446,57,61.92,159.24,29.86,7.36
450,Katsuura,75,JP,1570038447,83,33.93,134.5,77.0,29.97
451,Rancho Palos Verdes,5,US,1570038358,56,33.75,-118.37,75.0,3.8
452,Umm Kaddadah,92,SD,1570037813,42,13.6,26.69,88.0,13.13
453,Tallahassee,1,US,1570038451,46,30.44,-84.28,93.0,12.75
454,Coolum Beach,27,AU,1570038452,93,-26.53,153.09,55.0,2.04
455,Margate,90,AU,1570038453,81,-43.03,147.26,54.0,4.7
456,Vianopolis,89,BR,1570038454,17,-16.74,-48.52,96.28,5.5
457,Emilio Carranza,17,MX,1570038455,59,19.97,-96.61,84.76,4.76
458,Kikwit,100,CD,1570038457,89,-5.04,18.82,71.44,1.3
459,Palmerston,40,AU,1570038458,88,-12.49,130.99,79.0,3.36
460,Campo Verde,71,PE,1570038459,41,-8.47,-74.81,93.22,2.59
461,Esperance,75,AU,1570037884,100,-33.86,121.89,55.4,9.17
462,Batagay-Alyta,100,RU,1570038461,55,67.8,130.41,16.18,4.53
463,Mogadishu,0,SO,1570038462,81,2.04,45.34,77.92,11.74
464,Kiama,7,AU,1570038464,71,-34.67,150.86,61.0,6.93
465,Ruteng,18,ID,1570038465,88,-8.61,120.46,70.18,4.63
466,Coquimbo,0,CL,1570038466,45,-29.95,-71.34,62.6,13.87
467,Naliya,37,IN,1570038467,78,23.26,68.83,82.42,13.69
468,Ahipara,53,NZ,1570038211,92,-35.17,173.16,52.0,19.93
469,Quatre Cocos,75,MU,1570038469,83,-20.21,57.76,75.2,11.41
470,Mahmudabad,75,IN,1570038471,94,27.3,81.13,77.0,1.41
471,Edgewater,40,US,1570038472,58,28.99,-80.9,91.0,12.75
472,Ossora,100,RU,1570038473,96,59.24,163.07,35.44,3.53
473,Yantal,70,RU,1570038474,93,56.85,105.25,25.9,5.12
474,Bandarbeyla,40,SO,1570038475,76,9.49,50.81,77.02,9.04
475,Shiraz,0,IR,1570038476,22,29.61,52.54,78.8,4.94
476,Bereda,20,ES,1570038478,72,43.27,-7.54,64.4,3.36
477,Tamandare,98,BR,1570038479,42,-8.28,-70.75,92.32,2.34
478,Upata,100,VE,1570038480,64,8.02,-62.41,85.66,7.07
479,Yanam,96,IN,1570038481,87,16.73,82.22,77.56,5.39
480,Sonoita,1,US,1570038482,49,31.68,-110.66,82.0,9.17
481,Port Shepstone,83,ZA,1570038423,82,-30.74,30.45,57.76,18.59
482,Suzun,0,RU,1570038485,72,53.78,82.32,36.34,4.7
483,Kristiansund,75,NO,1570038486,66,63.12,7.73,50.0,14.99
484,Praya,75,ID,1570038487,88,-8.71,116.27,77.0,3.36
485,Kruisfontein,100,ZA,1570038488,48,-34.0,24.73,64.24,5.59
486,Kalaleh,0,IR,1570038489,73,37.38,55.49,71.6,9.17
487,Okha,100,RU,1570038491,61,53.59,142.95,41.92,24.61
488,Gorom-Gorom,61,BF,1570038492,40,14.45,-0.24,90.16,8.93
489,Salalah,40,OM,1570038493,83,17.01,54.1,80.6,6.93
490,Lamu,41,CN,1570038494,78,35.77,102.37,53.8,4.43
491,Khandyga,37,RU,1570038496,75,62.65,135.58,23.38,3.58
492,Ninh Binh,100,VN,1570038497,95,20.25,105.97,76.12,3.67
493,Iquique,90,CL,1570038498,72,-20.22,-70.14,62.6,18.34
494,Ancud,40,CL,1570038499,61,-41.87,-73.83,48.2,6.93
495,Soe,100,EE,1570038500,81,57.91,26.05,48.2,3.36
496,Windhoek,0,NA,1570038501,5,-22.57,17.08,77.0,5.82
497,Tarut,5,SA,1570038503,75,26.57,50.06,89.6,3.36
498,Batangafo,98,CF,1570038504,94,7.3,18.29,70.72,2.28
499,Roebourne,0,AU,1570038505,29,-20.77,117.15,77.56,10.49
500,Bam,46,IR,1570038506,45,29.11,58.36,65.5,6.82
501,Shancheng,0,CN,1570038507,56,26.9,117.17,69.1,2.26
502,Fuling,88,CN,1570038509,70,29.71,107.39,75.22,3.09
503,Alofi,89,NU,1570038510,100,-19.06,-169.92,64.4,11.27
504,Ukiah,1,US,1570038342,58,39.15,-123.21,70.0,4.14
505,Apollonia,20,GR,1570038512,83,40.64,23.49,75.0,3.36
506,Sobolevo,100,RU,1570038513,84,54.43,31.9,55.24,7.56
507,Cockburn Town,40,TC,1570038514,74,21.46,-71.14,84.2,5.82
508,Port-Cartier,75,CA,1570038516,60,50.03,-66.88,45.0,10.29
509,Luganville,100,VU,1570038517,95,-15.51,167.18,70.36,4.34
510,Canberra,0,AU,1570038311,75,-35.3,149.1,50.0,1.12
511,Muyezerskiy,96,RU,1570038519,83,63.93,31.65,32.02,9.44
512,Bay Roberts,90,CA,1570038520,86,47.58,-53.28,43.0,5.82
513,Fairbanks,90,US,1570038358,93,64.84,-147.72,37.4,2.35
514,Yara,100,CU,1570038522,59,20.27,-76.95,89.44,2.21
515,Dillon,75,US,1570038524,74,45.22,-112.64,39.0,6.93
516,Garmsar,0,IR,1570038525,39,35.22,52.34,62.08,7.25
517,Cunha,20,BR,1570038526,26,-23.08,-44.96,93.2,4.7
518,Bilibino,100,RU,1570038527,95,68.06,166.44,8.98,5.19
519,Maldonado,90,UY,1570038324,93,-34.91,-54.96,55.4,17.22
520,Mound,90,US,1570038530,76,44.94,-93.67,53.6,10.29
521,Inverell,1,AU,1570038532,56,-29.78,151.11,50.0,1.01
522,Merrill,1,US,1570038533,65,42.03,-121.6,46.99,3.0
523,Flin Flon,75,CA,1570038534,45,54.77,-101.88,46.4,8.05
524,San Cristobal,85,HN,1570038345,51,14.68,-86.92,81.34,5.53
525,Pangnirtung,75,CA,1570038536,86,66.15,-65.72,37.4,5.82
526,Butembo,48,CD,1570038537,96,0.12,29.29,62.98,2.91
527,Port Hueneme,1,US,1570038539,37,34.15,-119.2,78.01,3.36
528,Porto Empedocle,7,IT,1570038540,66,37.29,13.53,71.01,2.89
529,Ponta Delgada,40,PT,1570038524,83,37.73,-25.67,75.0,19.46
530,Russell,90,US,1570038542,93,38.9,-98.86,57.0,6.93
531,Shelbyville,75,US,1570038543,52,39.41,-88.79,91.99,13.87
532,Gagra,0,GE,1570038544,82,43.29,40.27,66.99,6.35
533,Canutama,89,BR,1570038546,34,-6.53,-64.38,98.8,4.47
534,Richards Bay,27,ZA,1570038547,75,-28.77,32.06,67.84,25.17
535,Chicama,75,PE,1570038548,82,-7.84,-79.15,64.4,10.29
536,Hay River,75,CA,1570038549,53,60.82,-115.79,51.8,8.05
537,Roald,75,NO,1570038550,76,62.58,6.12,50.0,13.87
538,Skreia,75,NO,1570038552,70,60.65,10.93,46.4,8.05
539,Ayan,0,IR,1570038553,37,38.23,44.7,50.56,2.37
540,Eirunepe,88,BR,1570038554,42,-6.66,-69.87,93.22,3.96
541,Kropotkin,0,RU,1570038555,53,45.43,40.58,64.0,8.81
542,Boddam,40,GB,1570038556,81,57.47,-1.78,50.0,14.99
543,Khuzdar,57,PK,1570038557,48,27.8,66.62,70.0,6.42
544,Marawi,94,PH,1570038302,88,8.0,124.29,75.0,5.01
545,Celestun,8,MX,1570038560,78,20.87,-90.4,81.88,12.15
546,Bryan,40,US,1570038356,46,30.67,-96.37,93.99,8.05
547,Vrangel,100,RU,1570038562,93,42.73,133.08,59.92,2.39
548,Killarney,0,AU,1570038563,92,-28.34,152.3,46.0,1.74
549,Banda Aceh,100,ID,1570038565,79,5.56,95.32,80.8,12.37
550,Bima,0,ID,1570038566,96,-8.45,118.73,67.66,1.45
551,Davila,1,PH,1570038567,80,18.47,120.58,80.44,7.61
552,Hamilton,90,CA,1570038568,93,43.26,-79.87,61.0,12.75
553,Vestmannaeyjar,75,IS,1570038569,75,63.44,-20.27,44.6,34.45
554,Madimba,75,CM,1570038571,83,4.42,9.93,80.6,3.36
555,Magadan,85,RU,1570038572,79,59.56,150.8,35.44,6.53
556,Amurzet,100,CN,1570038573,86,47.69,131.09,44.62,16.67
557,Launceston,6,AU,1570038574,93,-41.43,147.14,48.0,5.82
558,Tilichiki,98,RU,1570038575,98,60.47,166.1,33.82,7.96
559,Valparaiso,90,US,1570038576,77,41.47,-87.06,77.0,6.93
560,Fortuna,1,US,1570038578,71,40.6,-124.16,57.99,4.7
561,Austin,40,US,1570038482,49,30.27,-97.74,91.0,11.41
562,Macas,75,EC,1570038580,100,-2.3,-78.12,66.2,3.36
563,Geraldton,90,CA,1570038581,80,49.72,-86.95,35.6,5.82
564,Bilma,40,NE,1570038582,13,18.69,12.92,95.56,8.72
565,Rorvik,75,NO,1570038583,81,64.86,11.24,46.0,8.05
566,Asosa,100,ET,1570038585,92,10.07,34.53,64.96,5.19
567,Richmond,90,CA,1570038405,71,49.16,-123.14,57.0,5.82
568,Pathein,83,MM,1570038587,83,16.78,94.73,79.72,4.74
569,Baker City,1,US,1570038495,65,44.77,-117.83,48.0,9.42
570,Bontang,52,ID,1570038589,98,0.12,117.47,72.88,0.2
571,Copiapo,0,CL,1570038590,52,-27.37,-70.33,64.4,18.34
572,High Rock,2,BS,1570038592,76,26.63,-78.28,81.34,15.75
573,Matamoros,90,US,1570038593,79,25.87,-97.51,91.4,4.7
574,Atasu,0,KZ,1570038594,38,48.68,71.64,42.1,8.28
575,Maragogi,17,BR,1570038595,62,-9.01,-35.22,81.16,11.74
576,Sarangani,39,PH,1570038596,70,5.4,125.46,82.42,4.43
577,Coro,33,VE,1570038597,70,11.41,-69.67,87.28,18.66
578,Bouna,95,CI,1570038599,87,9.27,-3.0,77.02,3.06
579,Nishihara,75,JP,1570038600,88,35.74,139.53,78.01,8.05
580,Floro,20,NO,1570038601,66,61.6,5.03,53.6,6.93
581,Havoysund,75,NO,1570038602,64,71.0,24.66,37.4,16.11
582,Najran,20,SA,1570038603,25,17.54,44.22,86.0,11.41
583,Adrar,0,DZ,1570038484,9,27.87,-0.29,105.8,18.34
584,Isla Mujeres,40,MX,1570038325,70,21.23,-86.73,86.0,6.93
585,Raymondville,1,US,1570038607,51,37.34,-91.83,91.0,4.7
586,Gobabis,0,NA,1570038608,7,-22.45,18.97,69.46,10.47
587,Shadrinsk,67,RU,1570038609,64,56.09,63.63,46.24,15.21
588,Gao,50,ML,1570038610,24,16.28,-0.04,97.36,7.87
