,Name of City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
375,Los Llanos de Aridane,20,ES,1570040355,83,28.66,-17.92,75.2,11.41
376,Riyadh,0,SA,1570040356,22,24.63,46.72,91.4,3.36
377,Wufeng,100,CN,1570040358,98,27.44,104.87,60.82,2.68
378,Lavrentiya,59,RU,1570040359,97,65.58,-170.99,32.74,6.04
379,Saint-Joseph,0,FR,1570040360,68,43.56,6.97,72.0,3.36
380,Grindavik,90,IS,1570040096,75,63.84,-22.43,46.4,29.97
381,Ishigaki,0,JP,1570040363,84,24.34,124.16,80.44,0.56
382,Alakurtti,43,RU,1570040364,82,66.96,30.34,28.0,5.01
383,Mauriti,40,BR,1570040365,31,-7.39,-38.77,91.4,3.36
384,Gananoque,90,CA,1570040366,76,44.33,-76.16,54.0,9.17
385,Milkovo,0,BG,1570040367,83,41.53,24.68,73.4,3.36
386,Ambilobe,63,MG,1570040369,67,-13.19,49.05,77.2,7.2
387,Grand Gaube,40,MU,1570040370,88,-20.01,57.66,75.2,12.75
388,Moussoro,9,TD,1570040371,43,13.64,16.49,91.06,8.37
389,Balad,86,ID,1570040372,92,-6.76,108.42,66.4,3.4
390,Strezhevoy,75,RU,1570040374,61,60.73,77.6,50.0,13.42
391,Maragogi,17,BR,1570040375,62,-9.01,-35.22,81.16,11.74
392,Altar,0,MX,1570040376,51,30.72,-111.84,82.99,1.99
393,Marawi,94,PH,1570040377,87,8.0,124.29,75.0,5.99
394,Port-Cartier,75,CA,1570040173,60,50.03,-66.88,45.0,10.29
395,Cedar City,1,US,1570040333,20,37.68,-113.06,57.2,3.36
396,Prince Rupert,90,CA,1570040381,93,54.32,-130.32,50.0,8.05
397,Shakawe,0,BW,1570040382,12,-18.36,21.84,72.34,5.21
398,Susanino,100,RU,1570040383,97,58.15,41.61,50.92,9.13
399,Shahreza,67,IR,1570040384,57,32.01,51.87,56.14,4.47
400,Talakan,82,RU,1570040386,68,50.29,130.28,35.08,9.17
401,Shelburne,90,CA,1570040387,93,44.08,-80.2,59.0,9.17
402,Hegra,75,NO,1570040388,93,63.46,11.11,46.0,8.05
403,Smidovich,100,RU,1570040389,73,48.6,133.81,55.06,12.41
404,Krasne,2,UA,1570040390,72,49.91,24.61,62.6,6.71
405,Hauterive,90,CA,1570040392,52,49.18,-68.27,45.0,10.29
406,Alliance,75,US,1570040123,58,40.92,-81.11,87.01,8.05
407,Mae Sai,0,MM,1570040394,88,20.44,99.89,75.2,2.24
408,Peniche,0,PT,1570040395,64,39.36,-9.38,68.0,13.87
409,Ulaangom,0,MN,1570040396,44,49.98,92.07,30.22,0.56
410,Evensk,100,RU,1570040398,57,61.92,159.24,29.86,7.36
411,Alice Springs,3,AU,1570040112,17,-23.7,133.88,66.2,9.28
412,Baoqing,24,CN,1570040400,81,46.32,132.2,51.64,9.95
413,Sao Joao da Barra,0,BR,1570040402,51,-21.64,-41.05,80.6,16.11
414,Kropotkin,0,RU,1570040403,53,45.43,40.58,64.0,8.81
415,Stantsionno-Oyashinskiy,29,RU,1570040404,83,55.47,83.82,39.04,8.52
416,Baindur,1,IN,1570040405,82,13.87,74.63,79.72,3.11
417,Muscat,0,OM,1570040407,70,23.6,58.55,87.8,2.24
418,Malumfashi,12,NG,1570040408,58,11.79,7.62,79.9,5.26
419,Chivilcoy,46,AR,1570040409,29,-34.9,-60.02,65.68,15.9
420,Salamiyah,0,SY,1570040410,84,35.01,37.05,68.56,11.32
421,San Francisco,40,CO,1570040127,64,1.17,-76.88,71.6,9.17
422,Komsomolskiy,100,RU,1570040413,79,67.55,63.78,41.38,22.06
423,Cayenne,40,GF,1570040414,59,4.94,-52.33,91.4,10.29
424,Port Lincoln,90,AU,1570040415,87,-34.72,135.86,56.14,10.04
425,Itoman,20,JP,1570040416,83,26.12,127.67,80.6,6.93
426,Avera,1,US,1570040417,44,33.19,-82.53,95.0,6.93
427,Labuhan,19,ID,1570040418,93,-2.54,115.51,71.44,1.66
428,Kalmunai,68,LK,1570040420,82,7.42,81.82,76.12,3.13
429,Lenoir City,40,US,1570040421,38,35.8,-84.26,97.0,6.93
430,Curvelo,0,BR,1570040422,26,-18.76,-44.43,88.9,6.29
431,Navsari,20,IN,1570040423,94,20.95,72.93,80.6,14.88
432,Saldanha,45,PT,1570040425,39,41.42,-6.55,66.4,3.38
433,Sao Gabriel da Cachoeira,40,BR,1570040426,70,-0.13,-67.09,87.8,8.05
434,Otradnoye,40,RU,1570040427,87,59.77,30.8,44.01,4.47
435,Leninsk,0,RU,1570040429,81,48.69,45.2,53.01,4.47
436,Sangar,11,RU,1570040430,72,63.92,127.47,24.1,9.17
437,Huercal-Overa,2,ES,1570040431,60,37.39,-1.95,73.99,3.13
438,Margate,90,AU,1570040432,76,-43.03,147.26,53.01,5.82
439,Willmar,1,US,1570040188,87,45.12,-95.04,48.2,10.29
440,Muana,41,BR,1570040435,37,-1.53,-49.22,95.38,5.1
441,Rio Gallegos,75,AR,1570040436,40,-51.62,-69.22,53.6,24.16
442,Vacha,20,DE,1570040437,81,50.83,10.02,51.01,6.93
443,Cluses,75,FR,1570040439,58,46.06,6.58,59.0,6.93
444,Kenai,90,US,1570040440,87,60.55,-151.26,44.01,5.66
445,Lerwick,75,GB,1570040441,93,60.15,-1.15,50.0,12.75
446,Hobyo,89,SO,1570040442,85,5.35,48.53,78.1,12.62
447,Vysha,37,RU,1570040444,75,53.85,42.38,54.16,12.71
448,Ryotsu,99,JP,1570040445,88,38.08,138.43,66.2,2.24
449,Posevnaya,0,RU,1570040446,73,54.3,83.33,36.88,7.96
450,Haines Junction,47,CA,1570040447,75,60.75,-137.51,34.54,3.22
451,Bandarbeyla,40,SO,1570040448,76,9.49,50.81,77.02,9.04
452,Marienburg,20,DE,1570040450,81,52.12,9.98,51.01,9.17
453,Hearst,96,CA,1570040409,68,49.69,-83.67,38.68,4.85
454,Fairbanks,90,US,1570040286,86,64.84,-147.72,37.4,3.36
455,San Quintin,97,PH,1570040453,92,17.54,120.52,73.78,3.44
456,Tambacounda,0,SN,1570040454,62,13.77,-13.67,84.2,6.93
457,Mporokoso,77,ZM,1570040455,67,-9.37,30.12,71.8,3.36
458,Kizilskoye,69,RU,1570040457,58,52.73,58.89,39.58,4.65
459,Noshiro,100,JP,1570040458,48,40.21,140.05,66.4,3.24
460,The Valley,20,AI,1570040362,66,18.22,-63.06,87.01,8.05
461,Independencia,19,MX,1570040460,73,20.06,-97.05,75.76,6.04
462,Sabang,97,PH,1570040461,87,13.8,121.11,75.0,1.01
463,Santa Helena de Goias,75,BR,1570040463,36,-17.81,-50.6,88.18,8.08
464,Zemio,72,CF,1570040464,89,5.02,25.13,71.98,0.98
465,Bilma,40,NE,1570040465,13,18.69,12.92,95.56,8.72
466,Kalevala,96,FI,1570040467,79,64.12,29.58,32.92,7.72
467,Gopalpur,43,BD,1570040468,81,24.18,89.13,77.56,3.36
468,Petropavlovsk-Kamchatskiy,100,RU,1570040469,75,53.05,158.65,46.4,6.71
469,Mecca,33,SA,1570040471,65,21.43,39.83,85.66,1.48
470,Alyangula,63,AU,1570040472,94,-13.85,136.42,69.8,6.42
471,Lapi,100,EE,1570040473,87,57.91,26.99,48.0,2.24
472,Katherine,0,AU,1570040474,32,-14.47,132.26,68.0,3.36
473,Baruun-Urt,100,MN,1570040476,84,46.68,113.28,32.56,18.7
474,Ossora,100,RU,1570040477,96,59.24,163.07,35.44,3.53
475,Fort Myers,20,US,1570040478,55,26.64,-81.87,90.0,19.46
476,Lehigh Acres,40,US,1570040479,58,26.63,-81.62,90.0,18.34
477,Usak,0,TR,1570040481,64,38.67,29.41,72.0,21.0
478,Great Yarmouth,40,GB,1570040482,71,52.61,1.73,52.0,9.17
479,Elban,100,RU,1570040483,88,50.1,136.51,44.08,14.58
480,Ponta Delgada,40,PT,1570040484,88,37.73,-25.67,75.0,20.8
481,Mvangue,100,CM,1570040485,98,2.97,11.5,68.74,4.32
482,Qaqortoq,75,GL,1570040487,30,60.72,-46.03,53.6,32.21
483,Mount Gambier,90,AU,1570040488,93,-37.83,140.78,53.6,13.87
484,Rustenburg,17,ZA,1570040489,32,-25.67,27.24,66.4,3.53
485,Riacho de Santana,0,BR,1570040491,19,-13.61,-42.94,92.68,8.14
486,Shikhazany,75,RU,1570040492,57,55.56,47.39,51.8,15.66
487,Coruripe,35,BR,1570040493,58,-10.12,-36.18,82.6,14.94
488,Rybnaya Sloboda,0,RU,1570040494,87,55.46,50.14,50.0,8.95
489,Port Moresby,75,PG,1570040495,94,-9.47,147.16,75.2,11.41
490,Nouakchott,0,MR,1570040497,29,18.08,-15.98,109.4,13.87
491,Svobodnyy,48,RU,1570040498,64,53.85,40.53,57.0,4.0
492,Daru,98,PG,1570040499,91,-9.07,143.21,74.14,10.94
493,Vanderhoof,97,CA,1570040500,59,54.02,-124.02,46.78,1.21
494,Tilichiki,98,RU,1570040501,98,60.47,166.1,33.82,7.96
495,Cortez,1,US,1570040503,17,37.35,-108.58,62.6,12.75
496,Lazaro Cardenas,75,MX,1570040504,77,28.39,-105.62,69.8,1.57
497,Taoudenni,23,ML,1570040505,6,22.68,-3.98,100.78,7.25
498,Sandnessjoen,75,NO,1570040506,56,66.02,12.63,42.8,25.28
499,Dandong,51,CN,1570040507,60,40.12,124.37,62.44,7.58
500,Astoria,1,US,1570040288,71,46.19,-123.83,57.99,5.82
501,Charters Towers,22,AU,1570040491,92,-20.07,146.27,60.46,7.49
502,Mayumba,74,GA,1570040511,82,-3.44,10.65,76.3,11.74
503,Laguna,40,BZ,1570040512,62,16.17,-88.94,89.6,6.93
504,Troitsk,62,RU,1570040513,58,54.08,61.55,43.9,11.9
505,Kalaleh,0,IR,1570040515,77,37.38,55.49,71.6,6.93
506,Husavik,91,CA,1570040516,77,50.56,-96.99,43.0,6.67
507,Bafoulabe,28,ML,1570040517,51,13.81,-10.83,91.06,3.76
508,Zehdenick,20,DE,1570040518,87,52.98,13.33,52.0,8.05
509,Pombas,100,BR,1570040520,51,-15.9,-54.74,85.12,9.19
510,Sao Gabriel,100,BR,1570040521,84,-30.34,-54.32,68.92,13.04
511,Kirakira,100,SB,1570040522,89,-10.46,161.92,74.86,6.2
512,Kapit,100,MY,1570040524,99,2.02,112.94,72.16,1.16
513,Palu,59,ID,1570040525,93,-0.9,119.87,72.34,4.79
514,Jardim,89,BR,1570040526,44,-21.48,-56.15,84.94,8.81
515,Cerqueira Cesar,51,BR,1570040527,24,-23.04,-49.17,96.1,4.88
516,Sistranda,75,NO,1570040528,76,63.73,8.83,50.0,11.41
517,Wenling,1,CN,1570040530,62,28.38,121.38,77.0,2.51
518,Hokitika,91,NZ,1570040531,52,-42.72,170.96,44.08,3.02
519,Bima,0,ID,1570040532,96,-8.45,118.73,67.66,1.45
520,Okha,100,RU,1570040534,61,53.59,142.95,41.92,24.61
521,Lima,90,PE,1570040570,82,-12.06,-77.04,66.2,5.82
522,Bubaque,60,GW,1570040571,82,11.28,-15.83,81.52,14.81
523,Umm Kaddadah,92,SD,1570040572,42,13.6,26.69,88.0,13.13
524,Hamilton,90,CA,1570040398,93,43.26,-79.87,61.0,6.93
525,Leshan,100,CN,1570040466,88,29.56,103.76,66.76,0.92
